// C130 NE
"MAP_R_HouseV2_02";12711.327;9545.1387;-4.2915344e-006;280.8876;
"MAP_R_HouseV2_04";12702.237;9516.4395;7.6293945e-006;-169.90532;
"MAP_R_HouseV2_03B";12717.162;9496.2002;-259.25668;
"C130J_wreck_EP1";12720.771;9520.5762;3.8146973e-006;78.744171;
"MAP_misc_FallenTree2";12733.354;9515.3232;-1.5258789e-005;-104.81918;
"MAP_misc_FallenTree2";12751.971;9520.4463;1.1444092e-005;-88.273613;
"MAP_misc_FallenTree2";12732.947;9536.0996;1.9073486e-006;-81.196098;
"MAP_misc_FallenTree2";12770.574;9542.4629;4.3869019e-005;-121.68095;
"MAP_misc_stub2";12762.433;9520.8115;1.6212463e-005;0;
"MAP_misc_stub2";12744.83;9517.2822;7.6293945e-006;66.082001;
"MAP_misc_stub2";12743.733;9533.6777;-3.8146973e-006;-115.36677;
"MAP_misc_stub2";12778.854;9546.4971;-7.6293945e-006;-39.535217;
"Land_Fire_DZ";12714.253;9535.0479;1.7166138e-005;0;
"Land_Fire_DZ";12718.354;9550.8037;9.5367432e-006;0;
"Land_Camp_Fire_DZ";12718.582;9550.5176;-1.9073486e-006;0;
"Land_Camp_Fire_DZ";12715.522;9536.3525;-2.0027161e-005;0;
"Land_Camp_Fire_DZ";12715.18;9539.3896;2.5749207e-005;0;
"Land_Camp_Fire_DZ";12721.592;9502.25;-3.8146973e-006;0;
"Land_Camp_Fire_DZ";12706.214;9510.5488;8.2015991e-005;0;
"Land_Camp_Fire_DZ";12705.977;9513.2109;-3.2424927e-005;0;
"Land_Camp_Fire_DZ";12703.96;9511.3291;3.8146973e-006;0;
"Land_Camp_Fire_DZ";12698.857;9523.0391;4.7683716e-005;0;
"Land_Camp_Fire_DZ";12707.414;9537.0137;1.7166138e-005;0;
"Land_Camp_Fire_DZ";12700.703;9515.3945;7.1904426;0;
"Land_Camp_Fire_DZ";12701.083;9516.9688;7.2510133;0;
"Land_Camp_Fire_DZ";12707.344;9520.4121;-0.00011634827;0;
"Land_Camp_Fire_DZ";12712.194;9544.3564;8.9676323;0;
"Land_Camp_Fire_DZ";12710.407;9548.6572;8.768301;0;0;


// Cherno
"Land_Panelak3";7017.1802;2832.1252;-1.9073486e-005;142.68503;
"Land_Panelak2";7033.9487;2845.1497;-7.6293945e-006;142.71629;
"Land_Panelak2";7054.0884;2863.4966;6.6757202e-006;-126.68169;
"Land_Panelak2";7030.981;2813.6396;-1.9073486e-006;-37.376324;
"Land_Panelak3";7047.502;2826.5066;4.2915344e-006;-37.7827;
"Land_Panelak2";7078.9531;2834.1553;2.2888184e-005;-37.152187;
"Land_Panelak3";7076.1099;2861.5081;2.8610229e-006;-126.49503;
"Land_Panelak2";6997.2598;2838.3906;3.7670135e-005;233.08496;
"Land_Panelak3";7021.0967;2767.9297;-4.7683716e-006;52.002502;
"Land_Panelak2";6977.5898;2844.4226;1.9073486e-006;142.41486;
"Land_Panelak2";7034.1514;2793.9668;2.0980835e-005;-127.15548;
"Land_A_GeneralStore_01";7054.2852;2779.2981;4.5776367e-005;-127.20033;
"MAP_phone_box";7042.6147;2776.8606;1.2220162;-37.120174;
"MAP_t_fagus2s";7062.9316;2753.7759;-2.8610229e-006;53.231174;
"MAP_t_malus1s";7037.6626;2781.1833;-1.1444092e-005;0;
"MAP_Misc_Greenhouse";7066.8647;2816.1692;7.1525574e-006;53.482254;
"MAP_Misc_Greenhouse";7063.1958;2813.4331;1.335144e-005;53.615242;
"C130J_wreck_EP1";6947.1333;2799.593;1.1444092e-005;154.08904;
"MAP_misc_FallenTree1";6968.8442;2787.7422;1.4305115e-006;0;
"MAP_misc_FallenTree2";6944.7886;2784.7371;-6.1988831e-006;-45.92025;
"MAP_misc_FallenTree2";6947.2598;2771.8098;5.2452087e-006;-19.038361;
"MAP_misc_FallenTree2";6955.9478;2760.2688;3.8146973e-006;-19.759348;
"MAP_misc_FallenSpruce";6963.8408;2751.6982;-4.7683716e-006;-39.295834;
"MAP_misc_FallenSpruce";6938.626;2813.3032;-32.037121;
"MAP_misc_FallenTree1";6965.9697;2769.4019;1.9073486e-006;0;
"MAP_misc_FallenTree2";6975.3252;2772.3062;1.5258789e-005;-23.15572;
"MAP_misc_stub2";6978.2739;2763.501;9.5367432e-006;0;
"MAP_misc_stub2";6959.1226;2751.3816;-1.9073486e-006;0;
"MAP_misc_stub2";6951.0894;2763.2842;1.1444092e-005;0;
"MAP_misc_stub2";6951.2749;2777.1152;-2.3841858e-006;0;
"MAP_misc_FallenTree2";6955.5356;2809.7603;2.2888184e-005;0;
"MAP_misc_stub2";6957.6123;2801.1416;2.8610229e-005;109.69421;
"Body2";6977.498;2755.78;7.6293945e-006;13.802272;
"Body1";6976.8638;2751.7324;8.392334e-005;0;
"Body2";6966.3115;2770.1753;4.7683716e-005;50.185974;
